COUNTY,PRCTSEQ,PRECINCT,BALSEQID,JURISID,SECJURISID,CANDGROUP,OFFICENAME,ELECTDATE,ELECTTYPE,COL1HDG,RNAME1,PARTY1,PVTALLY1,COL2HDG,RNAME2,PARTY2,PVTALLY2,COL3HDG,RNAME3,PARTY3,PVTALLY3,COL4HDG,RNAME4,PARTY4,PVTALLY4,COL5HDG,RNAME5,PARTY5,PVTALLY5,COL6HDG,RNAME6,PARTY6,PVTALLY6,COL7HDG,RNAME7,PARTY7,PVTALLY7,COL8HDG,RNAME8,PARTY8,PVTALLY8,COL9HDG,RNAME9,PARTY9,PVTALLY9,COL10HDG,RNAME10,PARTY10,PVTALLY10
Anderson,0001,Andersonville,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,1011,2,Karl Dean,Democratic,244,3,Mark CoonRippy Brown,Independent,2,4,Sherry L. Clark,Independent,4,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,1,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,1,10,Matthew Koch,Independent,1
Anderson,0001,Andersonville,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,2,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,1
Anderson,0001,Andersonville,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0001,Andersonville,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,954,2,Phil Bredesen,Democratic,289,3,Trudy A. Austin,Independent,5,4,John Carico,Independent,5,5,Dean Hill,Independent,2,6,Kevin Lee McCants,Independent,1,7,Breton Phillips,Independent,1,8,Kris L. Todd,Independent,3,,,,,,,,
Anderson,0001,Andersonville,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,1010,2,Danielle Mitchell,Democratic,215,3,Rick Tyler,Independent,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0001,Andersonville,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,1051,2,Stuart Starr,Democratic,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0001,Andersonville,0017,36,0,0,Tennessee House of Representatives District 36,2018-11-06,State General,1,Dennis H. Powers,Republican,996,2,Cassandra Mitchell,Democratic,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0002,Briceville,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,181,2,Karl Dean,Democratic,57,3,Mark CoonRippy Brown,Independent,0,4,Sherry L. Clark,Independent,0,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0002,Briceville,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,1,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,1
Anderson,0002,Briceville,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,1,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0002,Briceville,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,176,2,Phil Bredesen,Democratic,68,3,Trudy A. Austin,Independent,0,4,John Carico,Independent,0,5,Dean Hill,Independent,2,6,Kevin Lee McCants,Independent,1,7,Breton Phillips,Independent,1,8,Kris L. Todd,Independent,1,,,,,,,,
Anderson,0002,Briceville,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,180,2,Danielle Mitchell,Democratic,49,3,Rick Tyler,Independent,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0002,Briceville,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,191,2,Stuart Starr,Democratic,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0002,Briceville,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,181,2,Richard Dawson,Democratic,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0003,Bull Run,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,1177,2,Karl Dean,Democratic,450,3,Mark CoonRippy Brown,Independent,2,4,Sherry L. Clark,Independent,7,5,Justin Cornett,Independent,1,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0003,Bull Run,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,1,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,1,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,2,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,2,19,George Blackwell Smith IV,Independent,1,20,Jeremy Allen Stephenson,Independent,0
Anderson,0003,Bull Run,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,3,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0003,Bull Run,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,1074,2,Phil Bredesen,Democratic,554,3,Trudy A. Austin,Independent,11,4,John Carico,Independent,2,5,Dean Hill,Independent,4,6,Kevin Lee McCants,Independent,3,7,Breton Phillips,Independent,0,8,Kris L. Todd,Independent,3,,,,,,,,
Anderson,0003,Bull Run,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,1177,2,Danielle Mitchell,Democratic,403,3,Rick Tyler,Independent,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0003,Bull Run,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,1249,2,Stuart Starr,Democratic,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0003,Bull Run,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,1166,2,Richard Dawson,Democratic,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0004,Clinton,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,1170,2,Karl Dean,Democratic,565,3,Mark CoonRippy Brown,Independent,2,4,Sherry L. Clark,Independent,4,5,Justin Cornett,Independent,2,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,1
Anderson,0004,Clinton,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,1,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,1,19,George Blackwell Smith IV,Independent,1,20,Jeremy Allen Stephenson,Independent,1
Anderson,0004,Clinton,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,1,22,Mike Toews,Independent,1,23,Rick Tyler,Independent,1,24,Vinnie Vineyard,Independent,2,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0004,Clinton,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,1032,2,Phil Bredesen,Democratic,681,3,Trudy A. Austin,Independent,11,4,John Carico,Independent,1,5,Dean Hill,Independent,8,6,Kevin Lee McCants,Independent,1,7,Breton Phillips,Independent,2,8,Kris L. Todd,Independent,2,,,,,,,,
Anderson,0004,Clinton,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,1198,2,Danielle Mitchell,Democratic,475,3,Rick Tyler,Independent,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0004,Clinton,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,1294,2,Stuart Starr,Democratic,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0004,Clinton,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,1130,2,Richard Dawson,Democratic,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0005,Clinton High,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,676,2,Karl Dean,Democratic,285,3,Mark CoonRippy Brown,Independent,1,4,Sherry L. Clark,Independent,0,5,Justin Cornett,Independent,1,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0005,Clinton High,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,1,13,Toney Randall Mitchell,Independent,1,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,1,20,Jeremy Allen Stephenson,Independent,0
Anderson,0005,Clinton High,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,1,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,1,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0005,Clinton High,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,618,2,Phil Bredesen,Democratic,341,3,Trudy A. Austin,Independent,3,4,John Carico,Independent,1,5,Dean Hill,Independent,4,6,Kevin Lee McCants,Independent,1,7,Breton Phillips,Independent,2,8,Kris L. Todd,Independent,1,,,,,,,,
Anderson,0005,Clinton High,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,695,2,Danielle Mitchell,Democratic,254,3,Rick Tyler,Independent,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0005,Clinton High,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,732,2,Stuart Starr,Democratic,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0005,Clinton High,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,679,2,Richard Dawson,Democratic,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0006,Claxton,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,1082,2,Karl Dean,Democratic,393,3,Mark CoonRippy Brown,Independent,1,4,Sherry L. Clark,Independent,2,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,1,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,1,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0006,Claxton,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,1,12,Jessie D. McDonald,Independent,1,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,1,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,1,20,Jeremy Allen Stephenson,Independent,0
Anderson,0006,Claxton,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,2,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,1,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0006,Claxton,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,991,2,Phil Bredesen,Democratic,478,3,Trudy A. Austin,Independent,7,4,John Carico,Independent,2,5,Dean Hill,Independent,7,6,Kevin Lee McCants,Independent,0,7,Breton Phillips,Independent,2,8,Kris L. Todd,Independent,3,,,,,,,,
Anderson,0006,Claxton,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,1084,2,Danielle Mitchell,Democratic,363,3,Rick Tyler,Independent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0006,Claxton,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,1124,2,Stuart Starr,Democratic,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0006,Claxton,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,1060,2,Richard Dawson,Democratic,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0007,Clinton Middle,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,356,2,Karl Dean,Democratic,91,3,Mark CoonRippy Brown,Independent,0,4,Sherry L. Clark,Independent,1,5,Justin Cornett,Independent,1,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,1,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0007,Clinton Middle,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,1,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,0
Anderson,0007,Clinton Middle,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0007,Clinton Middle,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,336,2,Phil Bredesen,Democratic,105,3,Trudy A. Austin,Independent,3,4,John Carico,Independent,0,5,Dean Hill,Independent,2,6,Kevin Lee McCants,Independent,1,7,Breton Phillips,Independent,0,8,Kris L. Todd,Independent,0,,,,,,,,
Anderson,0007,Clinton Middle,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,354,2,Danielle Mitchell,Democratic,78,3,Rick Tyler,Independent,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0007,Clinton Middle,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,372,2,Stuart Starr,Democratic,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0007,Clinton Middle,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,351,2,Richard Dawson,Democratic,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0008,Dutch Valley,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,219,2,Karl Dean,Democratic,62,3,Mark CoonRippy Brown,Independent,0,4,Sherry L. Clark,Independent,2,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0008,Dutch Valley,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,1,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,1,20,Jeremy Allen Stephenson,Independent,0
Anderson,0008,Dutch Valley,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,1,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,1,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0008,Dutch Valley,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,196,2,Phil Bredesen,Democratic,86,3,Trudy A. Austin,Independent,0,4,John Carico,Independent,0,5,Dean Hill,Independent,4,6,Kevin Lee McCants,Independent,0,7,Breton Phillips,Independent,0,8,Kris L. Todd,Independent,1,,,,,,,,
Anderson,0008,Dutch Valley,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,223,2,Danielle Mitchell,Democratic,55,3,Rick Tyler,Independent,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0008,Dutch Valley,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,235,2,Stuart Starr,Democratic,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0008,Dutch Valley,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,215,2,Richard Dawson,Democratic,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0009,Emory Valley,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,971,2,Karl Dean,Democratic,935,3,Mark CoonRippy Brown,Independent,3,4,Sherry L. Clark,Independent,1,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,1,8,William Andrew Helmstetter,Independent,1,9,Cory King,Independent,2,10,Matthew Koch,Independent,0
Anderson,0009,Emory Valley,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,1,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,3,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,3,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,5,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,0
Anderson,0009,Emory Valley,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,1,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0009,Emory Valley,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,835,2,Phil Bredesen,Democratic,1059,3,Trudy A. Austin,Independent,12,4,John Carico,Independent,0,5,Dean Hill,Independent,7,6,Kevin Lee McCants,Independent,2,7,Breton Phillips,Independent,3,8,Kris L. Todd,Independent,3,,,,,,,,
Anderson,0009,Emory Valley,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,1013,2,Danielle Mitchell,Democratic,848,3,Rick Tyler,Independent,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0009,Emory Valley,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,1189,2,Stuart Starr,Democratic,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0009,Emory Valley,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,967,2,Richard Dawson,Democratic,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0010,Fairview,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,472,2,Karl Dean,Democratic,124,3,Mark CoonRippy Brown,Independent,2,4,Sherry L. Clark,Independent,1,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,1
Anderson,0010,Fairview,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,0,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,1,14,Yvonne Neubert,Independent,0,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,1,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,0
Anderson,0010,Fairview,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,0,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,0,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0010,Fairview,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,452,2,Phil Bredesen,Democratic,143,3,Trudy A. Austin,Independent,2,4,John Carico,Independent,3,5,Dean Hill,Independent,6,6,Kevin Lee McCants,Independent,0,7,Breton Phillips,Independent,2,8,Kris L. Todd,Independent,0,,,,,,,,
Anderson,0010,Fairview,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,471,2,Danielle Mitchell,Democratic,113,3,Rick Tyler,Independent,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0010,Fairview,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,490,2,Stuart Starr,Democratic,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0010,Fairview,0017,36,0,0,Tennessee House of Representatives District 36,2018-11-06,State General,1,Dennis H. Powers,Republican,465,2,Cassandra Mitchell,Democratic,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0011,Glen Alpine,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,915,2,Karl Dean,Democratic,301,3,Mark CoonRippy Brown,Independent,1,4,Sherry L. Clark,Independent,3,5,Justin Cornett,Independent,2,6,Gabriel Fancher,Independent,1,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0011,Glen Alpine,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,2,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,0,14,Yvonne Neubert,Independent,1,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,0,20,Jeremy Allen Stephenson,Independent,0
Anderson,0011,Glen Alpine,0005,0,0,3,Governor,2018-11-06,State General,21,Tracy C. Yaste Tisdale,Independent,1,22,Mike Toews,Independent,0,23,Rick Tyler,Independent,0,24,Vinnie Vineyard,Independent,0,25,Jaron D. Weidner,Independent,0,26,Patrick Whitlock,Independent,0,27,Joe B. Wilmoth,Independent,0,28,Mark Wright,Independent,1,29,Write-In - Eddie Murphy,,0,,,,
Anderson,0011,Glen Alpine,0007,0,0,0,United States Senate,2018-11-06,State General,1,Marsha Blackburn,Republican,851,2,Phil Bredesen,Democratic,361,3,Trudy A. Austin,Independent,5,4,John Carico,Independent,0,5,Dean Hill,Independent,13,6,Kevin Lee McCants,Independent,0,7,Breton Phillips,Independent,1,8,Kris L. Todd,Independent,2,,,,,,,,
Anderson,0011,Glen Alpine,0011,3,0,0,United States House of Representatives District 3,2018-11-06,State General,1,Chuck Fleischmann,Republican,926,2,Danielle Mitchell,Democratic,270,3,Rick Tyler,Independent,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0011,Glen Alpine,0015,05,0,0,Tennessee Senate District 5,2018-11-06,State General,1,Randy McNally,Republican,958,2,Stuart Starr,Democratic,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0011,Glen Alpine,0017,33,0,0,Tennessee House of Representatives District 33,2018-11-06,State General,1,John D. Ragan,Republican,612,2,Richard Dawson,Democratic,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0011,Glen Alpine,0017,36,0,0,Tennessee House of Representatives District 36,2018-11-06,State General,1,Dennis H. Powers,Republican,289,2,Cassandra Mitchell,Democratic,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,0012,Glenwood,0005,0,0,1,Governor,2018-11-06,State General,1,Bill Lee,Republican,670,2,Karl Dean,Democratic,652,3,Mark CoonRippy Brown,Independent,2,4,Sherry L. Clark,Independent,5,5,Justin Cornett,Independent,0,6,Gabriel Fancher,Independent,0,7,Sean Bruce Fleming,Independent,0,8,William Andrew Helmstetter,Independent,0,9,Cory King,Independent,0,10,Matthew Koch,Independent,0
Anderson,0012,Glenwood,0005,0,0,2,Governor,2018-11-06,State General,11,Tommy Ray McAnally,Independent,2,12,Jessie D. McDonald,Independent,0,13,Toney Randall Mitchell,Independent,1,14,Yvonne Neubert,Independent,1,15,Alfred Shawn Rapoza,Independent,0,16,Chad Riden,Independent,0,17,Robert Sawyers Sr.,Independent,0,18,Heather Scott,Independent,0,19,George Blackwell Smith IV,Independent,2,20,Jeremy Allen Stephenson,Independent,0
